category,state,price,year,avg_rating,business_suggestion
Lounge,NH,**,2016,3.92,Recommended
Transportation service,AL,**,2020,1.00,Not recommended
Video arcade,AL,**,2017,4.22,Recommended
Creole restaurant,AL,***,2017,4.02,Recommended
American restaurant,WA,*,2018,4.02,Recommended
Toy store,NH,*,2020,4.03,Recommended
Charcuterie,NH,**,2020,4.80,Highly recommended
Canoe & kayak store,AL,**,2020,4.19,Recommended
Yoga studio,NM,**,2021,5.00,Highly recommended
Jewelry designer,NM,****,2019,4.81,Highly recommended
Distribution service,WA,*,2021,4.49,Recommended
Sugar shack,NH,**,2018,4.69,Highly recommended
Pakistani restaurant,WA,*,2019,4.46,Recommended
Live music venue,WA,***,2018,4.54,Highly recommended
Burglar alarm store,NH,**,2020,3.67,Recommended
Anhui restaurant,AL,*,2015,5.00,Highly recommended
Shipping company,AL,**,2020,3.26,Discreet
Wine bar,NH,**,2018,4.42,Recommended
Cell phone store,NH,**,2021,4.22,Recommended
Sewing shop,MS,**,2020,4.26,Recommended
Diamond dealer,WA,***,2019,4.05,Recommended
Animal feed store,NM,**,2018,4.39,Recommended
Produce market,AL,*,2018,4.23,Recommended
Pizza Takeout,WA,*,2015,3.44,Discreet
Ramen restaurant,AL,**,2015,4.83,Highly recommended
Nail salon,NH,**,2019,3.92,Recommended
Basque restaurant,WA,**,2017,4.24,Recommended
Cabinet store,NH,*,2015,3.81,Recommended
Cable company,WA,**,2015,4.00,Recommended
Abrasives supplier,AL,**,2019,4.50,Recommended
Butcher shop deli,WA,*,2015,4.64,Highly recommended
Pan-Asian restaurant,AL,**,2018,4.28,Recommended
Fashion accessories store,MS,*,2019,4.45,Recommended
Greeting card shop,AL,**,2021,3.29,Discreet
Coffee stand,WA,*,2016,4.66,Highly recommended
Glassware store,WA,***,2017,4.60,Highly recommended
Wedding service,WA,***,2019,4.53,Highly recommended
Espresso bar,MS,*,2020,4.77,Highly recommended
Washer & dryer repair service,NH,**,2018,4.54,Highly recommended
Wok restaurant,WA,*,2019,4.32,Recommended
Goldsmith,NH,***,2018,3.79,Recommended
Family restaurant,Unknown,**,2017,4.20,Recommended
Telecommunications service provider,NM,*,2019,3.55,Recommended
Blueprint service,WA,**,2018,4.97,Highly recommended
Video arcade,NM,*,2017,4.17,Recommended
Painting,WA,**,2019,4.56,Highly recommended
Takeout Restaurant,AL,*,2016,3.67,Recommended
Patisserie,WA,*,2017,4.66,Highly recommended
Discount supermarket,AL,*,2017,4.05,Recommended
Goldsmith,WA,***,2019,4.05,Recommended
Donations center,MS,*,2016,4.21,Recommended
Party store,MS,**,2017,4.22,Recommended
Thai restaurant,MS,**,2018,4.32,Recommended
Dessert restaurant,MS,**,2019,4.64,Highly recommended
Gift basket store,NH,**,2021,4.56,Highly recommended
Espresso bar,AL,**,2021,3.92,Recommended
Jeweler,WA,***,2021,3.99,Recommended
Greek restaurant,NM,**,2019,4.42,Recommended
Wedding store,AL,***,2021,4.72,Highly recommended
Breakfast restaurant,NH,**,2017,4.26,Recommended
Perfume store,WA,**,2019,3.44,Discreet
Fine dining restaurant,NH,**,2021,4.56,Highly recommended
Security system supplier,NM,**,2021,5.00,Highly recommended
Snack bar,NM,*,2017,3.91,Recommended
Book store,MS,**,2017,4.59,Highly recommended
Home improvement store,WA,*,2015,3.52,Recommended
Trailer supply store,NH,*,2020,2.86,Discreet
Vintage clothing store,WA,*,2021,4.14,Recommended
Goldsmith,MS,**,2021,3.53,Recommended
Caterer,AL,*,2021,3.92,Recommended
Hamburger restaurant,MS,**,2015,3.12,Discreet
Fish & chips restaurant,AL,*,2017,3.74,Recommended
Italian restaurant,NH,***,2017,4.51,Highly recommended
Plus size clothing store,MS,**,2020,4.31,Recommended
Indian restaurant,AL,*,2016,4.12,Recommended
Pizza Takeout,WA,**,2017,4.15,Recommended
Appliance store,WA,**,2020,4.08,Recommended
Delivery service,NM,*,2020,4.32,Recommended
Middle Eastern restaurant,NH,*,2018,4.47,Recommended
Pool hall,AL,*,2017,4.39,Recommended
Pie shop,NH,**,2018,4.41,Recommended
Glass & mirror shop,MS,**,2017,4.51,Highly recommended
Lawn equipment rental service,NH,*,2018,4.10,Recommended
Electrical wholesaler,NM,**,2017,4.50,Recommended
Flooring store,MS,*,2017,3.85,Recommended
Washer & dryer repair service,WA,**,2020,3.28,Discreet
Dim sum restaurant,WA,***,2017,4.47,Recommended
Steak house,Unknown,**,2017,4.08,Recommended
Rental,WA,**,2019,4.66,Highly recommended
Hot dog stand,NH,**,2021,4.40,Recommended
Grocery store,Unknown,*,2017,3.97,Recommended
Neapolitan restaurant,AL,**,2016,4.29,Recommended
Mediterranean restaurant,WA,***,2020,4.52,Highly recommended
Karaoke,AL,*,2019,4.42,Recommended
Cheesesteak restaurant,NM,*,2016,5.00,Highly recommended
Sushi restaurant,NM,*,2021,4.80,Highly recommended
Used clothing store,AL,*,2021,3.58,Recommended
Women's clothing store,NH,***,2015,3.77,Recommended
Italian restaurant,MS,**,2021,4.27,Recommended
Gas and automotive,WA,**,2020,5.00,Highly recommended
Wine store,NM,**,2020,4.69,Highly recommended
Childrens cafe,WA,*,2016,4.27,Recommended
Fast food restaurant,AL,*,2020,3.77,Recommended
Wholesale bakery,WA,*,2017,4.43,Recommended
Live music venue,NH,**,2019,4.44,Recommended
Steak house,NH,*,2018,4.62,Highly recommended
Men's clothing store,MS,*,2016,4.04,Recommended
Kitchen supply store,MS,***,2018,3.90,Recommended
DVD store,NH,*,2019,3.58,Recommended
Wi-Fi spot,NM,*,2021,4.48,Recommended
Fish store,MS,**,2020,4.32,Recommended
Family restaurant,NH,*,2021,4.27,Recommended
Maternity store,NH,**,2018,5.00,Highly recommended
Japanese steakhouse,MS,**,2019,4.37,Recommended
Bistro,NM,**,2015,4.23,Recommended
Vegetarian restaurant,WA,*,2021,4.05,Recommended
New American restaurant,MS,*,2020,4.54,Highly recommended
Tea store,MS,**,2018,4.80,Highly recommended
Snack bar,NM,*,2018,4.27,Recommended
Dance school,WA,**,2015,5.00,Highly recommended
Event planner,AL,**,2016,4.02,Recommended
Brewery,NM,**,2018,4.33,Recommended
Garden center,NM,*,2017,4.06,Recommended
Gluten-free restaurant,MS,**,2019,4.34,Recommended
Italian grocery store,NH,**,2018,4.42,Recommended
Live music venue,WA,****,2018,4.59,Highly recommended
Bakery,Unknown,**,2019,4.17,Recommended
Tofu restaurant,WA,**,2021,4.04,Recommended
Gift shop,NM,*,2019,4.30,Recommended
Chicken restaurant,NM,**,2015,3.41,Discreet
Wedding store,AL,**,2016,3.99,Recommended
Dance company,WA,**,2019,4.82,Highly recommended
Car wash,NM,*,2015,2.17,Discreet
Restaurant or cafe,MS,*,2021,4.24,Recommended
Barbecue restaurant,MS,*,2015,4.16,Recommended
Karaoke bar,AL,**,2016,4.33,Recommended
Sports bar,NH,*,2016,4.15,Recommended
Painting,MS,**,2018,4.77,Highly recommended
Caribbean restaurant,NM,*,2019,4.57,Highly recommended
Japanese restaurant,MS,*,2017,4.17,Recommended
Paintings store,NH,**,2018,4.87,Highly recommended
Cupcake shop,MS,**,2017,3.83,Recommended
Softball field,NH,*,2018,4.07,Recommended
Diamond dealer,NM,**,2017,2.73,Discreet
Delivery Restaurant,NM,**,2021,3.97,Recommended
Baby store,WA,*,2016,3.68,Recommended
Youth clothing store,WA,**,2015,5.00,Highly recommended
New American restaurant,WA,***,2016,4.39,Recommended
Window installation service,MS,**,2019,3.00,Discreet
Canoe & kayak rental service,WA,**,2015,3.00,Discreet
Catering food and drink supplier,AL,*,2016,4.17,Recommended
Book store,AL,*,2020,4.50,Recommended
Roofing supply store,WA,*,2017,3.94,Recommended
Steak house,MS,**,2018,4.21,Recommended
Massage therapist,NM,**,2017,5.00,Highly recommended
Marine supply store,WA,**,2019,4.34,Recommended
Self-storage facility,AL,*,2017,3.71,Recommended
Health spa,WA,**,2018,4.32,Recommended
Sugar shack,NH,**,2021,4.79,Highly recommended
Garden center,AL,*,2017,3.87,Recommended
Sushi restaurant,AL,*,2018,4.17,Recommended
Mattress store,NM,*,2021,4.70,Highly recommended
Equipment rental agency,MS,**,2019,4.49,Recommended
Pacific Northwest restaurant (US),WA,****,2018,4.89,Highly recommended
Custom t-shirt store,AL,**,2015,3.17,Discreet
Fruit and vegetable store,WA,**,2015,2.67,Discreet
Live music venue,NH,*,2019,4.24,Recommended
Deli,AL,*,2017,4.11,Recommended
Takeout Restaurant,MS,*,2018,3.92,Recommended
Home goods store,AL,*,2019,4.11,Recommended
Fashion accessories store,MS,**,2015,4.33,Recommended
Irish restaurant,WA,*,2016,4.57,Highly recommended
Tuxedo shop,NM,**,2017,3.46,Discreet
Collectibles store,MS,**,2021,4.23,Recommended
Southeast Asian restaurant,WA,*,2015,4.18,Recommended
Californian restaurant,AL,**,2016,4.26,Recommended
Chinese restaurant,MS,*,2016,3.80,Recommended
Winery,NM,**,2017,4.78,Highly recommended
Jeans shop,NH,***,2016,4.75,Highly recommended
Car dealer,AL,**,2020,4.45,Recommended
Wholesaler,AL,**,2017,4.83,Highly recommended
Health food store,MS,***,2017,4.42,Recommended
Underwear store,AL,**,2020,4.35,Recommended
Vitamin & supplements store,WA,**,2015,3.80,Recommended
Chinese restaurant,AL,*,2017,3.99,Recommended
Breakfast restaurant,Unknown,**,2017,3.92,Recommended
Spice store,WA,**,2018,4.59,Highly recommended
Handbags shop,AL,***,2020,2.67,Discreet
Tropical fish store,MS,**,2020,4.32,Recommended
Delivery Restaurant,MS,*,2015,3.89,Recommended
Wedding store,MS,**,2018,4.46,Recommended
Takeout Restaurant,Unknown,**,2020,4.36,Recommended
Delivery Chinese restaurant,NM,*,2015,3.40,Discreet
Cake shop,NH,***,2020,4.50,Recommended
Fast food restaurant,WA,*,2015,3.22,Discreet
Music store,AL,**,2017,3.94,Recommended
Oyster bar restaurant,NM,***,2016,4.50,Recommended
Boutique,NM,**,2015,4.67,Highly recommended
Eclectic restaurant,NM,*,2018,3.77,Recommended
Italian restaurant,WA,****,2019,4.73,Highly recommended
Greek restaurant,NH,***,2020,4.29,Recommended
Hot pot restaurant,WA,**,2019,4.27,Recommended
Video game store,Unknown,**,2021,3.78,Recommended
Snowboard shop,NM,**,2015,4.50,Recommended
Provence restaurant,WA,**,2019,4.53,Highly recommended
Dumpling restaurant,WA,**,2020,4.42,Recommended
Asian restaurant,MS,*,2019,4.11,Recommended
Boot store,NH,*,2017,3.19,Discreet
Cell phone store,AL,**,2015,3.77,Recommended
Soup kitchen,AL,*,2018,4.44,Recommended
Paint manufacturer,WA,**,2015,4.64,Highly recommended
Jewelry store,MS,***,2018,4.61,Highly recommended
Tuxedo shop,NH,***,2019,4.08,Recommended
Jewelry designer,WA,****,2017,3.67,Recommended
Bar,NH,*,2018,4.28,Recommended
Grocery store,NM,**,2019,4.30,Recommended
Photo lab,MS,*,2021,3.50,Discreet
Dim sum restaurant,AL,**,2018,4.13,Recommended
Pet supply store,AL,*,2019,4.26,Recommended
Creole restaurant,NM,**,2017,4.00,Recommended
Bedding store,Unknown,*,2017,3.00,Discreet
Video game rental service,MS,*,2020,5.00,Highly recommended
Ramen restaurant,WA,**,2018,4.43,Recommended
Lawn equipment rental service,MS,*,2017,3.81,Recommended
Thrift store,WA,**,2017,4.54,Highly recommended
Event venue,MS,**,2019,4.32,Recommended
Alternative fuel station,NM,**,2017,3.71,Recommended
GPS supplier,MS,**,2019,4.00,Recommended
Shoe store,NH,**,2021,4.11,Recommended
Variety store,WA,**,2016,2.62,Discreet
Goldsmith,MS,***,2016,2.24,Discreet
Brewpub,WA,*,2019,4.57,Highly recommended
Pizza restaurant,WA,*,2015,3.58,Recommended
Event venue,NH,***,2018,4.68,Highly recommended
Wi-Fi spot,NM,**,2017,4.31,Recommended
Latin American restaurant,NH,*,2019,4.40,Recommended
Laotian restaurant,NM,*,2021,4.20,Recommended
Sod supplier,WA,*,2021,4.36,Recommended
GPS supplier,MS,**,2018,5.00,Highly recommended
Industrial equipment supplier,NM,***,2015,1.00,Not recommended
Topsoil supplier,WA,*,2015,4.50,Recommended
Lunch restaurant,WA,**,2017,4.22,Recommended
Bedding store,AL,*,2019,4.58,Highly recommended
Security system installer,AL,**,2017,1.00,Not recommended
Game store,WA,*,2016,4.75,Highly recommended
Logistics service,MS,**,2019,3.78,Recommended
Home theater store,AL,**,2020,4.07,Recommended
Molding supplier,AL,*,2021,5.00,Highly recommended
School supply store,NM,*,2021,4.13,Recommended
Tropical fish store,AL,**,2017,4.00,Recommended
Frozen yogurt shop,NM,**,2015,3.44,Discreet
Telephone company,NM,*,2016,3.30,Discreet
Live music venue,NM,**,2019,4.24,Recommended
Gyro restaurant,WA,*,2021,4.58,Highly recommended
Gourmet grocery store,MS,***,2018,4.36,Recommended
Paintings store,WA,**,2018,4.56,Highly recommended
Photo shop,MS,**,2020,3.89,Recommended
Beverage distributor,NH,**,2020,4.17,Recommended
Health food restaurant,WA,*,2021,4.46,Recommended
Bridal shop,NH,***,2017,4.33,Recommended
Boutique,NH,**,2017,4.07,Recommended
Taiwanese restaurant,NM,**,2020,3.78,Recommended
Dress store,AL,*,2020,4.61,Highly recommended
Scenic spot,NH,**,2020,4.23,Recommended
Plus size clothing store,NH,**,2016,5.00,Highly recommended
Criminal justice attorney,Unknown,*,2016,5.00,Highly recommended
Ramen restaurant,WA,*,2018,4.37,Recommended
Department store,NH,**,2018,4.05,Recommended
Kitchen supply store,WA,**,2015,4.11,Recommended
Farm,WA,**,2017,4.77,Highly recommended
Ski shop,WA,***,2020,4.30,Recommended
Shoe store,WA,***,2018,4.17,Recommended
Firewood supplier,WA,*,2021,4.50,Recommended
Musical instrument rental service,WA,**,2021,5.00,Highly recommended
Costume jewelry shop,AL,**,2019,4.41,Recommended
Irish pub,MS,**,2019,4.37,Recommended
Western apparel store,AL,**,2019,4.35,Recommended
Refrigerator store,WA,*,2021,4.41,Recommended
Trucking company,NM,**,2019,3.50,Discreet
Pho restaurant,WA,*,2021,4.36,Recommended
Karaoke bar,WA,**,2021,4.18,Recommended
Gay night club,WA,*,2018,4.41,Recommended
Clothing store,NM,***,2018,4.28,Recommended
Gay bar,WA,**,2017,3.54,Recommended
Poster store,AL,**,2016,3.57,Recommended
Vacuum cleaner repair shop,WA,**,2015,3.00,Discreet
Skate shop,NM,**,2016,2.00,Not recommended
Pub,NH,***,2017,2.83,Discreet
Bedding store,AL,**,2015,4.25,Recommended
Fashion accessories store,WA,**,2019,4.16,Recommended
Event venue,AL,**,2017,4.21,Recommended
Landscaping supply store,NM,***,2016,3.83,Recommended
Storage facility,WA,*,2019,4.71,Highly recommended
Men's clothing store,NH,**,2020,4.23,Recommended
Mediterranean restaurant,MS,*,2018,4.40,Recommended
Farmers' market,NM,**,2019,4.37,Recommended
Sporting goods store,WA,***,2015,4.80,Highly recommended
Sewing shop,NH,**,2021,4.37,Recommended
Nepalese restaurant,NM,**,2015,4.32,Recommended
Kerosene supplier,NH,**,2019,3.17,Discreet
Mediterranean restaurant,MS,**,2015,4.44,Recommended
Creole restaurant,MS,**,2018,4.33,Recommended
Frozen yogurt shop,WA,*,2021,3.98,Recommended
Truck dealer,NH,**,2020,3.63,Recommended
Outdoor movie theater,AL,*,2018,4.52,Highly recommended
Costume jewelry shop,WA,**,2020,4.25,Recommended
Flooring contractor,WA,*,2017,2.22,Discreet
Nuevo Latino restaurant,AL,*,2017,4.29,Recommended
Bathroom supply store,NH,**,2018,4.26,Recommended
Fish store,WA,**,2016,3.92,Recommended
Car dealer,NM,**,2017,3.95,Recommended
Gluten-free restaurant,AL,****,2015,3.00,Discreet
Pilates studio,NM,**,2018,4.97,Highly recommended
Yacht club,WA,**,2016,5.00,Highly recommended
Cocktail bar,MS,***,2016,4.50,Recommended
Mattress store,MS,**,2017,3.78,Recommended
Produce market,WA,**,2021,4.67,Highly recommended
Children's clothing store,WA,*,2021,4.11,Recommended
Brunch restaurant,AL,****,2018,4.63,Highly recommended
Candy store,NH,**,2019,4.25,Recommended
Chicken wings restaurant,AL,*,2021,3.82,Recommended
Goldsmith,NM,***,2017,2.67,Discreet
Teppanyaki restaurant,AL,**,2017,4.29,Recommended
General store,AL,*,2018,3.68,Recommended
Paint store,Unknown,*,2019,4.12,Recommended
Internet service provider,MS,**,2015,4.24,Recommended
Self-storage facility,MS,*,2016,4.00,Recommended
Breakfast restaurant,NM,***,2017,2.38,Discreet
Baby store,NM,**,2015,3.86,Recommended
Pasta shop,MS,*,2015,3.74,Recommended
Air conditioning repair service,MS,**,2018,2.67,Discreet
Soup restaurant,MS,*,2021,4.79,Highly recommended
Alternative fuel station,NM,**,2020,3.33,Discreet
Shipping and mailing service,WA,**,2018,3.51,Recommended
Southern restaurant (US),AL,**,2017,4.24,Recommended
Liquor store,WA,**,2020,4.17,Recommended
Abrasives supplier,MS,**,2019,4.67,Highly recommended
Gas station,NM,**,2020,3.60,Recommended
Home theater store,Unknown,**,2015,3.50,Discreet
Cantonese restaurant,NM,*,2016,4.24,Recommended
Lunch restaurant,WA,*,2019,3.94,Recommended
Chinese restaurant,NH,**,2018,4.06,Recommended
Museum,WA,**,2020,4.60,Highly recommended
Baby store,AL,*,2018,3.95,Recommended
Dive club,MS,*,2018,4.35,Recommended
Caribbean restaurant,WA,**,2018,4.52,Highly recommended
Home goods store,Unknown,*,2018,4.22,Recommended
Electronics store,NM,**,2015,3.80,Recommended
Breakfast restaurant,Unknown,**,2019,4.12,Recommended
Beach clothing store,WA,**,2021,4.30,Recommended
Bubble tea store,MS,**,2021,4.39,Recommended
Magazine store,NH,*,2017,4.18,Recommended
Costume store,NM,**,2016,3.76,Recommended
Delivery Restaurant,AL,*,2021,3.67,Recommended
Lawn mower store,MS,*,2021,3.99,Recommended
Propane supplier,AL,*,2019,2.70,Discreet
Cocktail bar,NM,*,2020,4.31,Recommended
Jeweler,NM,**,2021,4.04,Recommended
Delivery Restaurant,WA,***,2019,4.31,Recommended
Food service,NH,**,2021,4.58,Highly recommended
Trailer supply store,AL,**,2021,4.58,Highly recommended
Electronics store,NM,*,2018,3.83,Recommended
Rug store,AL,**,2016,4.14,Recommended
Computer store,AL,**,2017,3.85,Recommended
Korean restaurant,WA,***,2017,4.43,Recommended
Recycling center,AL,**,2019,1.00,Not recommended
Turkish restaurant,WA,**,2018,4.56,Highly recommended
Refrigerator store,WA,**,2019,4.19,Recommended
Health food store,MS,*,2017,4.50,Recommended
Leather coats store,WA,***,2016,3.33,Discreet
Food court,AL,*,2015,1.00,Not recommended
School supply store,MS,**,2021,2.84,Discreet
Cell phone store,MS,**,2016,4.03,Recommended
Brazilian restaurant,WA,***,2019,4.61,Highly recommended
Used clothing store,NH,*,2017,3.80,Recommended
Insulation materials store,AL,*,2021,5.00,Highly recommended
Mexican goods store,WA,*,2017,4.42,Recommended
Cabinet store,NH,*,2021,4.19,Recommended
Donut shop,AL,*,2019,4.26,Recommended
Church,AL,*,2015,4.75,Highly recommended
Bedroom furniture store,AL,**,2017,4.04,Recommended
Dance restaurant,NM,**,2015,3.50,Discreet
Hair removal service,MS,**,2016,5.00,Highly recommended
Flag store,WA,**,2016,5.00,Highly recommended
Tourist attraction,WA,*,2017,4.60,Highly recommended
Delivery service,AL,**,2019,4.20,Recommended
Garden furniture shop,AL,*,2017,3.69,Recommended
Air conditioning repair service,WA,**,2019,3.52,Recommended
Plant nursery,WA,***,2015,4.50,Recommended
Tire shop,WA,*,2015,2.82,Discreet
Historical landmark,MS,**,2017,4.19,Recommended
Florist,NH,*,2016,3.31,Discreet
Pacific Northwest restaurant (US),WA,**,2017,4.28,Recommended
Appliance store,NM,**,2019,4.17,Recommended
Small engine repair service,WA,***,2017,5.00,Highly recommended
Invitation printing service,NH,***,2019,4.36,Recommended
Video store,WA,**,2017,3.78,Recommended
Bakery,WA,**,2021,4.46,Recommended
Cosmetics store,Unknown,***,2015,2.67,Discreet
Sewing shop,AL,**,2019,4.29,Recommended
Liquor store,MS,*,2016,3.51,Recommended
Caribbean restaurant,NH,*,2016,5.00,Highly recommended
Angler fish restaurant,NM,**,2020,4.17,Recommended
Brunch restaurant,NM,***,2015,4.18,Recommended
Frozen yogurt shop,NH,*,2018,4.28,Recommended
Seafood restaurant,MS,***,2017,4.48,Recommended
Fondue restaurant,NM,***,2018,4.22,Recommended
Cutlery store,NM,***,2021,4.21,Recommended
Vegetarian cafe and deli,AL,**,2021,4.74,Highly recommended
Custom t-shirt store,MS,***,2016,2.00,Not recommended
Market,NH,**,2020,4.59,Highly recommended
Auto parts store,MS,*,2018,3.39,Discreet
Furniture store,NH,***,2020,4.49,Recommended
Electric vehicle charging station,AL,**,2015,4.50,Recommended
Video game store,NM,**,2018,4.06,Recommended
Sushi restaurant,NH,*,2018,4.20,Recommended
Dollar store,NM,*,2015,3.98,Recommended
Wedding service,AL,***,2015,3.45,Discreet
Health spa,NM,**,2020,3.33,Discreet
Lounge,WA,***,2020,4.52,Highly recommended
Bait shop,MS,**,2018,4.50,Recommended
Cell phone store,NH,*,2020,3.77,Recommended
Animal feed store,MS,**,2020,4.33,Recommended
Fire alarm supplier,NM,**,2019,5.00,Highly recommended
Electronics repair shop,MS,**,2018,3.75,Recommended
Wedding venue,WA,***,2016,4.33,Recommended
Burrito restaurant,NH,*,2017,3.65,Recommended
Clothing store,Unknown,*,2015,3.60,Recommended
Barber supply store,MS,*,2015,4.50,Recommended
Tobacco shop,MS,*,2019,3.94,Recommended
Diner,MS,*,2015,3.25,Discreet
Live music venue,WA,***,2020,4.55,Highly recommended
Hardware store,NM,*,2015,3.43,Discreet
Ready mix concrete supplier,MS,*,2017,4.33,Recommended
Pet store,AL,**,2021,4.34,Recommended
Bathroom supply store,NM,**,2019,4.12,Recommended
Spanish restaurant,NM,*,2018,4.07,Recommended
Video game store,MS,*,2017,4.73,Highly recommended
Pasta shop,NM,**,2018,4.27,Recommended
Computer repair service,NM,***,2021,3.47,Discreet
Food court,AL,*,2019,4.14,Recommended
Comic book store,AL,*,2016,4.30,Recommended
Camping store,WA,***,2018,4.56,Highly recommended
Pool hall,NM,**,2020,4.16,Recommended
Trailer supply store,MS,**,2018,3.75,Recommended
Live music venue,WA,**,2021,4.44,Recommended
Engraver,NM,**,2018,3.44,Discreet
Beer store,NH,**,2019,3.88,Recommended
Wi-Fi spot,AL,*,2015,5.00,Highly recommended
Home goods store,MS,*,2016,4.03,Recommended
Direct mail advertising,WA,**,2019,5.00,Highly recommended
Used musical instrument store,WA,*,2018,4.21,Recommended
Shoe store,WA,*,2021,4.02,Recommended
Meat wholesaler,WA,*,2016,4.63,Highly recommended
Hearing aid store,AL,**,2020,4.75,Highly recommended
Beer store,MS,***,2017,4.63,Highly recommended
Appliance repair service,AL,**,2021,3.57,Recommended
Thai restaurant,NM,*,2015,4.11,Recommended
New American restaurant,AL,**,2021,4.26,Recommended
Banner store,NH,**,2015,5.00,Highly recommended
Grocery store,NM,***,2017,4.15,Recommended
Sportswear store,NH,***,2017,4.53,Highly recommended
Eye care center,NM,*,2021,3.00,Discreet
Brewery,MS,**,2018,4.40,Recommended
Electric vehicle charging station,NH,**,2016,3.10,Discreet
Cafeteria,NM,*,2018,3.60,Recommended
Bistro,NM,***,2016,4.59,Highly recommended
Fried chicken takeaway,NM,*,2019,4.37,Recommended
Key duplication service,NM,**,2019,4.45,Recommended
Caribbean restaurant,WA,*,2016,4.55,Highly recommended
Breakfast restaurant,MS,*,2020,3.74,Recommended
Cabinet store,Unknown,*,2019,4.12,Recommended
Video arcade,WA,***,2016,3.87,Recommended
Car battery store,AL,*,2020,3.42,Discreet
Cupcake shop,MS,**,2021,4.18,Recommended
Pizza delivery,MS,*,2019,3.89,Recommended
Banner store,NM,**,2015,4.58,Highly recommended
Home theater store,WA,**,2019,4.12,Recommended
Car repair and maintenance,AL,**,2021,4.60,Highly recommended
Flooring store,NM,**,2015,5.00,Highly recommended
Self-storage facility,WA,*,2019,3.12,Discreet
Telecommunications,MS,*,2016,5.00,Highly recommended
Bedding store,NM,***,2021,5.00,Highly recommended
Spanish restaurant,NM,*,2021,4.63,Highly recommended
Rug store,Unknown,*,2021,3.84,Recommended
Chinese noodle restaurant,WA,**,2017,4.26,Recommended
Appliance store,WA,**,2017,3.90,Recommended
Painting,WA,**,2021,4.64,Highly recommended
Afghani restaurant,WA,**,2019,4.43,Recommended
Garden center,MS,*,2020,4.36,Recommended
Movie rental kiosk,MS,*,2015,4.67,Highly recommended
European restaurant,NH,*,2018,4.33,Recommended
Women's clothing store,MS,*,2016,4.12,Recommended
Clothing store,AL,***,2018,4.38,Recommended
Lawn equipment rental service,NM,**,2018,4.50,Recommended
Lumber store,NH,**,2020,5.00,Highly recommended
South Asian restaurant,NM,**,2021,3.88,Recommended
Pan-Asian restaurant,WA,**,2016,4.08,Recommended
Building materials store,WA,***,2016,3.67,Recommended
Telephone company,WA,*,2015,3.47,Discreet
Southeast Asian restaurant,NM,*,2016,4.43,Recommended
Hearing aid store,WA,**,2020,4.56,Highly recommended
Game store,WA,**,2019,4.28,Recommended
Art gallery,NM,*,2020,4.59,Highly recommended
Electric vehicle charging station,MS,**,2020,2.95,Discreet
Children's clothing store,NM,**,2018,4.33,Recommended
Breakfast restaurant,NH,**,2020,4.30,Recommended
Hawaiian restaurant,WA,**,2019,4.48,Recommended
Cafeteria,AL,*,2016,4.22,Recommended
Pan-Latin restaurant,NM,***,2019,4.43,Recommended
Takeout restaurant,WA,*,2017,3.87,Recommended
Engraver,AL,**,2020,5.00,Highly recommended
Chinese restaurant,MS,**,2020,3.94,Recommended
Seafood restaurant,AL,*,2018,3.94,Recommended
Cosmetics store,MS,***,2017,3.75,Recommended
Family restaurant,NM,*,2019,4.08,Recommended
Truck parts supplier,NM,**,2019,4.46,Recommended
Chicken restaurant,NM,**,2019,4.23,Recommended
Car wash,NM,*,2016,3.00,Discreet
Baby store,NH,**,2015,4.12,Recommended
Hookah bar,WA,**,2016,4.69,Highly recommended
Greeting card shop,WA,*,2021,3.75,Recommended
Laundromat,WA,*,2020,4.66,Highly recommended
Water ski shop,NH,**,2021,3.34,Discreet
Wine cellar,WA,**,2020,4.59,Highly recommended
Authentic Japanese restaurant,AL,**,2020,4.52,Highly recommended
Home improvement store,NM,***,2017,5.00,Highly recommended
Boat dealer,WA,**,2021,4.90,Highly recommended
Transmission shop,MS,*,2020,4.75,Highly recommended
School supply store,Unknown,*,2020,4.07,Recommended
GPS supplier,NM,**,2017,4.50,Recommended
Roman restaurant,NH,**,2017,4.65,Highly recommended
Tofu shop,WA,*,2021,4.65,Highly recommended
Leather goods store,WA,****,2015,4.50,Recommended
Dan Dan noodle restaurant,WA,**,2018,3.88,Recommended
Lunch restaurant,NM,*,2016,3.60,Recommended
Izakaya restaurant,WA,**,2019,4.38,Recommended
Caribbean restaurant,AL,**,2016,4.04,Recommended
T-shirt store,NH,**,2015,4.71,Highly recommended
Banner store,WA,**,2021,4.62,Highly recommended
T-shirt store,AL,*,2015,2.00,Not recommended
Retaining wall supplier,MS,*,2018,3.87,Recommended
Architectural salvage store,WA,**,2016,4.00,Recommended
New American restaurant,NH,***,2019,4.49,Recommended
Pool hall,WA,*,2018,4.25,Recommended
Security system supplier,NM,**,2018,4.62,Highly recommended
Office equipment supplier,AL,**,2015,3.13,Discreet
South Asian restaurant,NM,**,2016,4.06,Recommended
Performing arts group,WA,**,2021,5.00,Highly recommended
Produce wholesaler,NM,*,2015,3.66,Recommended
Catering food and drink supplier,NM,*,2016,3.52,Recommended
Cantonese restaurant,NH,*,2018,3.73,Recommended
Video store,NH,**,2017,3.98,Recommended
School supply store,NM,**,2020,3.64,Recommended
Japanese steakhouse,AL,***,2016,3.85,Recommended
Vietnamese restaurant,MS,**,2020,4.22,Recommended
Office equipment rental service,NH,*,2021,5.00,Highly recommended
