category,state,price,year,avg_rating,business suggestion
European restaurant,NH,**,2018,4.2951835447408095,Recommended
Gay bar,WA,**,2018,3.7987012987012987,Recommended
Religious organization,AL,*,2019,4.708333333333334,Highly recommended
Used clothing store,NM,*,2016,3.4210526315789473,Discreet
Bedding store,Unknown,*,2015,3.1666666666666665,Discreet
Grocery store,NH,*,2015,3.854676208294629,Recommended
Italian restaurant,AL,****,2021,4.448275862068965,Recommended
Soul food restaurant,WA,**,2017,4.140811325916932,Recommended
Car repair and maintenance,WA,*,2015,5.0,Highly recommended
Cheese shop,WA,**,2018,4.5910832439021005,Highly recommended
Print shop,WA,**,2015,3.590745969006839,Recommended
Lounge,NM,*,2019,4.190221590593103,Recommended
Espresso bar,Unknown,**,2017,4.067415730337078,Recommended
British restaurant,NH,**,2019,4.318519247163748,Recommended
Glassware store,WA,**,2020,4.297815369380478,Recommended
Exhibit,WA,**,2017,4.751111111111111,Highly recommended
Reptile store,MS,**,2020,4.320008510506644,Recommended
Store,NM,**,2017,4.565131578947368,Highly recommended
Izakaya restaurant,WA,*,2021,4.6,Highly recommended
Pharmacy,MS,*,2020,3.5396825396825395,Recommended
Food products,WA,*,2018,4.28125,Recommended
Bridal shop,WA,*,2017,2.6666666666666665,Discreet
Recreation center,AL,**,2019,3.566666666666667,Recommended
Sushi takeaway,WA,***,2016,4.655172413793103,Highly recommended
Coffee shop,NH,*,2015,3.2938646170442296,Discreet
Marine supply store,AL,**,2019,4.306191950464396,Recommended
European restaurant,AL,**,2017,4.000000929041371,Recommended
Dessert shop,MS,*,2021,4.329566813485393,Recommended
Greek restaurant,NM,**,2015,3.483333333333333,Discreet
Animal watering hole,WA,*,2021,3.2,Discreet
Safety equipment supplier,AL,***,2016,1.0,Not recommended
Cafeteria,AL,**,2019,4.4298245614035086,Recommended
Fruit and vegetable store,WA,**,2016,4.59811320754717,Highly recommended
Millwork shop,WA,*,2017,3.9444444444444446,Recommended
Internet service provider,WA,**,2015,4.553310351747573,Highly recommended
Fine dining restaurant,NH,**,2015,4.43287037037037,Recommended
Jeweler,NM,**,2017,2.7333333333333334,Discreet
Southern restaurant (US),AL,***,2020,4.69994087504927,Highly recommended
Beer store,AL,**,2021,4.651785642170178,Highly recommended
Mobile money agent,WA,*,2016,5.0,Highly recommended
Window treatment store,WA,***,2017,3.5231481481481475,Recommended
Entertainer,Unknown,**,2021,5.0,Highly recommended
American restaurant,NM,*,2017,3.854286597913165,Recommended
Grill,MS,*,2017,4.419492085473461,Recommended
Po’ boys restaurant,WA,**,2019,4.5,Recommended
Electrical supply store,NM,**,2017,4.607142857142858,Highly recommended
Crab house,WA,***,2018,4.45045045045045,Recommended
Bridal shop,AL,***,2021,4.379431930436956,Recommended
Grill,NM,*,2020,4.274193548387097,Recommended
Business center,WA,**,2017,3.566682164489183,Recommended
Organic food store,NH,*,2020,4.194200154017437,Recommended
Salvadoran restaurant,NM,*,2016,4.580392156862745,Highly recommended
Perfume store,AL,**,2015,3.793073593073593,Recommended
Wedding service,WA,***,2016,3.2122929606625257,Discreet
Landscaping supply store,MS,*,2020,4.390476190476191,Recommended
Pacific Northwest restaurant (US),WA,**,2015,4.116756288978512,Recommended
Convenience store,MS,*,2016,3.862329172249412,Recommended
Market,WA,**,2020,4.42163581591081,Recommended
Event management company,NH,**,2018,4.107142857142857,Recommended
Pastry shop,MS,*,2017,4.515728715728716,Highly recommended
Mattress store,AL,*,2016,4.225833333333334,Recommended
Water ski shop,MS,**,2016,4.0,Recommended
BBQ area,WA,*,2020,4.208333333333333,Recommended
Outlet store,NH,*,2020,4.486274509803922,Recommended
Department store,Unknown,*,2016,3.6159090909090907,Recommended
Chophouse restaurant,WA,****,2016,4.1891891891891895,Recommended
Beer store,NM,**,2019,4.5227272727272725,Highly recommended
Fine dining restaurant,NM,***,2021,4.27592383107089,Recommended
Neapolitan restaurant,AL,**,2018,4.443786982248521,Recommended
Eye care center,MS,*,2019,3.0,Discreet
Angler fish restaurant,NM,**,2017,4.08683640472236,Recommended
Pacific Northwest restaurant (US),WA,****,2017,4.769230769230769,Highly recommended
Floor refinishing service,WA,**,2017,5.0,Highly recommended
Organic food store,WA,**,2021,4.547130361064793,Highly recommended
Indonesian restaurant,WA,*,2016,4.57051282051282,Highly recommended
Soup shop,NH,**,2015,5.0,Highly recommended
Tobacco shop,NH,*,2016,3.9321601731601725,Recommended
Millwork shop,NH,*,2016,5.0,Highly recommended
Truck accessories store,AL,**,2019,4.632781765018607,Highly recommended
Greeting card shop,AL,**,2017,3.700035546973479,Recommended
Mexican goods store,WA,**,2017,4.384615384615385,Recommended
Social club,WA,**,2019,4.071428571428571,Recommended
Californian restaurant,MS,**,2018,4.5,Recommended
Japanese restaurant,Unknown,**,2015,4.162962962962963,Recommended
Outdoor clothing and equipment shop,WA,***,2016,4.3584905660377355,Recommended
Po’ boys restaurant,WA,**,2017,4.137931034482759,Recommended
Thai restaurant,NH,**,2017,4.387099842818789,Recommended
Work clothes store,WA,**,2016,4.047835497835498,Recommended
Spanish restaurant,MS,**,2017,4.25,Recommended
Market,WA,***,2021,4.647058823529412,Highly recommended
Manufacturer,WA,**,2019,4.25,Recommended
Air conditioning contractor,WA,**,2016,2.5,Discreet
Skin care clinic,NH,**,2020,4.291666666666667,Recommended
Sunglasses store,WA,***,2015,3.6,Recommended
Photo lab,MS,**,2020,3.888888888888889,Recommended
Social services organization,WA,*,2015,4.285714285714286,Recommended
Delivery service,WA,*,2021,4.072969224893542,Recommended
Industrial equipment supplier,WA,***,2018,3.9444444444444446,Recommended
Auction house,WA,**,2018,4.393939393939394,Recommended
Contact lenses supplier,NM,*,2018,4.1,Recommended
Fish store,MS,**,2015,4.291666666666666,Recommended
Liquor store,NM,**,2019,4.432367149758454,Recommended
Latin American restaurant,WA,*,2021,4.276443653672232,Recommended
Tea store,NH,**,2015,4.5,Recommended
Plus size clothing store,AL,**,2018,4.2466568676947976,Recommended
Southwestern restaurant (US),AL,**,2016,4.242087542087542,Recommended
ATM,NH,*,2015,4.2,Recommended
Tuxedo shop,WA,**,2020,4.293876522782773,Recommended
Cookie shop,MS,**,2017,4.093589743589743,Recommended
Storage facility,WA,*,2018,4.195906432748538,Recommended
Invitation printing service,AL,***,2020,4.571428571428571,Highly recommended
Pastry shop,NH,***,2016,4.5,Recommended
Diner,Unknown,**,2017,4.0078740157480315,Recommended
Grocery delivery service,MS,*,2021,5.0,Highly recommended
Roofing supply store,NH,*,2018,3.0,Discreet
Stationery store,AL,**,2018,3.153147285614818,Discreet
Steak house,NM,**,2021,4.010300407098445,Recommended
Amusement center,NM,**,2015,2.4285714285714284,Discreet
Mattress store,MS,***,2018,4.6000000000000005,Highly recommended
Car wash,NM,**,2021,3.5,Discreet
Call center,NM,*,2021,4.333333333333333,Recommended
Mattress store,AL,*,2019,4.611067686914243,Highly recommended
Perfume store,AL,**,2018,3.6892896228650693,Recommended
Work clothes store,NH,**,2018,4.146112831097351,Recommended
Latin American restaurant,AL,***,2016,4.352226720647773,Recommended
Guitar instructor,WA,**,2019,4.78125,Highly recommended
Lawn care service,WA,**,2015,3.0,Discreet
Department store,MS,***,2016,4.053333333333334,Recommended
Dim sum restaurant,WA,**,2019,4.0879848390072535,Recommended
Electronics store,AL,***,2018,3.727722772277228,Recommended
Wallpaper store,AL,**,2018,4.6342560146257465,Highly recommended
Needlework shop,NH,**,2019,4.335692171605484,Recommended
Marketing consultant,NM,**,2020,3.77072192513369,Recommended
Small plates restaurant,NM,***,2019,4.441558441558442,Recommended
Breakfast restaurant,Unknown,**,2017,3.921959089599539,Recommended
Non-profit organization,MS,*,2016,3.603853754940711,Recommended
Dance school,WA,*,2016,4.269230769230769,Recommended
Swimwear store,WA,**,2021,4.281940778402536,Recommended
Lawn care service,NH,**,2016,2.0,Not recommended
Tempura restaurant,NH,**,2015,4.2,Recommended
Building materials supplier,MS,**,2016,3.0,Discreet
Computer consultant,AL,**,2016,3.827813802587558,Recommended
Health spa,WA,**,2020,4.333333333333333,Recommended
Music store,MS,*,2019,4.4289385738227045,Recommended
Window treatment store,NM,*,2021,4.124688365397085,Recommended
Thrift store,WA,**,2020,4.478260869565218,Recommended
Fast food restaurant,AL,**,2019,4.2333971577882625,Recommended
Barbecue restaurant,NM,*,2018,4.4469418072917914,Recommended
Coffee roasters,NM,**,2016,4.466073289853778,Recommended
Deli,MS,*,2020,4.208135688752743,Recommended
Hot pot restaurant,WA,**,2019,4.265070768526511,Recommended
Collectibles store,WA,**,2019,4.247531693960046,Recommended
Appliance store,AL,*,2021,4.1619209278716465,Recommended
Air conditioning contractor,WA,**,2018,2.5625,Discreet
Vegan restaurant,NH,*,2016,4.738636363636363,Highly recommended
Gluten-free restaurant,NM,*,2016,3.588235294117647,Recommended
Mexican restaurant,NH,*,2019,4.038714182286146,Recommended
Coffee shop,MS,*,2017,3.658494766308617,Recommended
Indian restaurant,AL,*,2018,4.19303596390901,Recommended
Wedding store,NM,***,2015,2.466666666666667,Discreet
Angler fish restaurant,NM,**,2016,3.9635718829981665,Recommended
Volleyball court,WA,*,2021,4.444444444444445,Recommended
Buffet restaurant,WA,*,2020,4.012913648086522,Recommended
Air conditioning repair service,AL,**,2020,3.631111111111111,Recommended
Home goods store,AL,*,2021,4.14638118181404,Recommended
Men's clothing store,WA,*,2019,4.079344436362282,Recommended
Small plates restaurant,WA,***,2018,4.585391037310774,Highly recommended
Trucking company,NH,**,2021,2.96265664160401,Discreet
Greek restaurant,MS,*,2018,4.65750700280112,Highly recommended
Ramen restaurant,WA,*,2017,4.2159439000550005,Recommended
Korean restaurant,MS,*,2015,4.444444444444445,Recommended
Do-it-yourself shop,MS,**,2018,4.662551440329219,Highly recommended
Garden center,NH,***,2015,5.0,Highly recommended
Wood floor installation service,MS,*,2018,4.401515151515151,Recommended
Takeout Restaurant,AL,**,2021,4.072781865007052,Recommended
Conveyor belt sushi restaurant,WA,**,2015,3.3696578673851394,Discreet
Diesel fuel supplier,NM,*,2016,2.7911111111111113,Discreet
Takeout restaurant,WA,**,2017,4.086952404109394,Recommended
Shipping service,MS,**,2019,3.426911764705882,Discreet
Welding supply store,AL,*,2020,4.0,Recommended
Internet cafe,NM,*,2020,4.03810580836108,Recommended
Ice cream shop,MS,*,2018,3.9971911375185356,Recommended
Sunglasses store,MS,***,2020,3.9205357142857142,Recommended
Bait shop,AL,**,2015,4.5,Recommended
Used truck dealer,WA,*,2019,3.065957610964226,Discreet
Farm,NH,**,2017,4.388888888888889,Recommended
Lingerie store,NH,**,2018,4.313859987324153,Recommended
Asian restaurant,MS,*,2015,3.865167548500881,Recommended
Promotional products supplier,NH,**,2020,3.551111111111111,Recommended
Wedding venue,NM,***,2018,4.359615384615385,Recommended
Electronics repair shop,AL,**,2018,4.729737655178446,Highly recommended
Custom label printer,WA,**,2017,4.333333333333333,Recommended
Delivery service,AL,*,2017,4.4209699082166685,Recommended
Fruit and vegetable store,WA,*,2018,4.3833242338114236,Recommended
Self-storage facility,MS,*,2021,3.3698468198468197,Discreet
Steak house,MS,***,2015,4.041053391053391,Recommended
Animal feed store,NM,**,2017,4.414954870837224,Recommended
Irish pub,NH,**,2018,4.255883713114088,Recommended
Snack bar,WA,**,2015,4.4897959183673475,Recommended
Commercial printer,AL,**,2017,4.908333333333333,Highly recommended
Crab house,WA,**,2017,4.088428638619297,Recommended
Air conditioning repair service,MS,**,2019,2.9895833333333335,Discreet
Jewelry store,MS,**,2018,4.134238761271432,Recommended
Hobby store,WA,***,2015,4.375,Recommended
Costume store,NM,*,2020,4.311289151825108,Recommended
Grill store,NH,*,2017,3.700584409734728,Recommended
Tuxedo shop,NH,**,2019,3.924351968614264,Recommended
Farm,WA,**,2017,4.770015249714067,Highly recommended
Industrial equipment supplier,WA,**,2017,4.833333333333333,Highly recommended
Lingerie store,NM,***,2018,4.149477186336148,Recommended
Truck parts supplier,MS,**,2019,5.0,Highly recommended
Variety store,AL,**,2016,2.6,Discreet
Night club,WA,***,2017,4.212047674176983,Recommended
Cooking school,NM,**,2015,3.7857142857142856,Recommended
Warehouse club,NH,**,2018,3.9724435523197132,Recommended
French restaurant,NH,**,2021,4.166666666666667,Recommended
Sunglasses store,NH,**,2017,4.083333333333333,Recommended
Packaging supply store,AL,**,2019,3.354471124983343,Discreet
Home builder,MS,***,2021,5.0,Highly recommended
Camping store,WA,**,2017,4.5625,Highly recommended
Facial spa,NM,**,2015,4.5,Recommended
Bathroom supply store,AL,**,2021,4.073097841868874,Recommended
Izakaya restaurant,WA,*,2017,4.387755102040816,Recommended
Wine bar,WA,***,2017,4.322665552817409,Recommended
Store,AL,*,2019,4.231737980898503,Recommended
Grill,WA,*,2019,4.27571317857306,Recommended
Catering,AL,*,2021,4.909090909090909,Highly recommended
Wine store,AL,*,2016,4.319246031746031,Recommended
Sporting goods store,WA,***,2019,4.464284506661256,Recommended
Jeweler,NH,***,2015,2.933333333333333,Discreet
Musical instrument store,WA,**,2017,4.9375,Highly recommended
Candy store,NH,**,2021,4.0260281385281385,Recommended
Eyebrow bar,WA,**,2020,4.5,Recommended
Forklift rental service,MS,*,2020,3.0,Discreet
Sewing shop,NM,**,2018,4.087543693787062,Recommended
Bedroom furniture store,MS,**,2017,4.033333333333333,Recommended
Pet store,WA,**,2018,4.2634823882278345,Recommended
Mexican restaurant,WA,**,2019,4.269673481057369,Recommended
Mexican restaurant,NM,*,2018,4.239518575882949,Recommended
Bedroom furniture store,WA,***,2020,4.190404411764706,Recommended
Jewelry store,AL,****,2020,4.0,Recommended
Pizza restaurant,Unknown,*,2020,4.505263157894737,Highly recommended
Veterinarian,NH,**,2021,4.25,Recommended
Children's party service,MS,**,2019,4.117491158925854,Recommended
Work clothes store,MS,***,2018,4.571428571428571,Highly recommended
Asian grocery store,WA,*,2021,4.909090909090909,Highly recommended
Bistro,NM,***,2021,4.4,Recommended
Sandwich shop,MS,**,2015,3.845494782994783,Recommended
African restaurant,NM,*,2021,4.8,Highly recommended
Electric vehicle charging station,AL,**,2021,3.3444444444444446,Discreet
Billiards supply store,AL,*,2021,4.933333333333334,Highly recommended
Banquet hall,MS,**,2018,4.148592765198056,Recommended
Security system installer,WA,**,2020,4.65,Highly recommended
Jeans shop,WA,***,2019,4.303224881852926,Recommended
Dry wall supply store,WA,*,2018,3.8333333333333335,Recommended
Diesel fuel supplier,AL,**,2019,5.0,Highly recommended
Plumber,AL,*,2020,2.916666666666667,Discreet
Candle store,NM,**,2016,4.023809523809524,Recommended
Generator shop,NM,***,2017,4.0,Recommended
Vegan restaurant,NM,*,2015,4.007912457912458,Recommended
Collectibles store,AL,**,2016,4.23388142858558,Recommended
Cheesesteak restaurant,NM,*,2020,4.145292096219931,Recommended
Theater company,WA,**,2016,4.59375,Highly recommended
Frozen dessert supplier,Unknown,*,2020,4.333333333333333,Recommended
Eclectic restaurant,AL,**,2021,4.4,Recommended
Organic restaurant,WA,*,2020,4.411355924180624,Recommended
Baking supply store,NH,**,2016,4.12512025012025,Recommended
ATM,AL,**,2021,3.065570175438596,Discreet
Caterer,AL,****,2019,4.4885329357616115,Recommended
Vegetarian restaurant,AL,**,2019,4.365169583007443,Recommended
Shoe store,NM,***,2018,4.277877689622595,Recommended
Bathroom supply store,MS,**,2021,4.187411423346284,Recommended
Sunglasses store,NH,**,2021,4.371212121212122,Recommended
Paint store,NH,*,2020,4.121520381424991,Recommended
Natural goods store,AL,**,2016,4.6923076923076925,Highly recommended
Plumber,NH,*,2019,2.6666666666666665,Discreet
Comedy club,AL,*,2017,4.918918918918919,Highly recommended
Music store,NH,*,2020,4.519844131906879,Highly recommended
European restaurant,AL,***,2017,4.5,Recommended
Optician,NM,**,2021,1.0,Not recommended
Hardware store,NH,***,2016,3.6666666666666665,Recommended
Sushi takeaway,NH,**,2015,4.0,Recommended
Irish restaurant,WA,*,2017,4.352941176470588,Recommended
Variety store,AL,*,2016,4.218275213142041,Recommended
Meeting planning service,AL,**,2018,3.953417520310844,Recommended
Animal watering hole,WA,*,2018,4.1891891891891895,Recommended
Gun shop,WA,**,2018,4.511304050164154,Highly recommended
Dress store,MS,***,2021,4.757677070526233,Highly recommended
Drug store,WA,**,2020,3.249346232580546,Discreet
Boat tour agency,AL,**,2018,4.129032258064516,Recommended
Shipping and mailing service,NM,**,2017,3.303015873015873,Discreet
Bar PMU,NM,*,2021,4.615384615384615,Highly recommended
Volleyball court,NM,**,2021,5.0,Highly recommended
Linens store,NH,*,2019,4.367026898650449,Recommended
Convenience store,NM,*,2018,3.6149903398776257,Recommended
German restaurant,AL,**,2019,4.0793139255917215,Recommended
Mexican torta restaurant,WA,*,2021,4.32,Recommended
Event venue,WA,**,2017,4.350037301797111,Recommended
Lebanese restaurant,WA,**,2015,4.451183783536725,Recommended
Vintage clothing store,NH,*,2017,4.037686291643417,Recommended
Indoor playground,WA,*,2019,4.2272727272727275,Recommended
Tourist attraction,WA,***,2020,4.609477689380837,Highly recommended
Exhibit,MS,**,2017,5.0,Highly recommended
Women's clothing store,AL,****,2019,4.056338028169014,Recommended
Natural goods store,NM,**,2018,4.579909284598016,Highly recommended
Hat shop,WA,***,2017,4.90625,Highly recommended
Vegan restaurant,AL,*,2017,4.3508376476810735,Recommended
Nepalese restaurant,AL,*,2016,4.295454545454546,Recommended
Massage spa,WA,**,2016,4.875,Highly recommended
Wholesale grocer,Unknown,*,2018,4.020833333333333,Recommended
Warehouse club,AL,*,2019,4.367832370785201,Recommended
Korean restaurant,MS,*,2020,4.663716814159292,Highly recommended
Reptile store,AL,**,2015,3.1421428571428573,Discreet
Italian restaurant,NH,**,2016,4.110597311478668,Recommended
Liquor store,NM,*,2019,4.303276893724908,Recommended
Children's furniture store,WA,**,2016,3.530744807728642,Recommended
Appliance store,NH,*,2019,4.0468600034893605,Recommended
Men's clothing store,NH,**,2015,4.052083333333334,Recommended
Sofa store,NM,***,2020,4.428571428571429,Recommended
Italian restaurant,AL,***,2021,4.5173670668953685,Highly recommended
American restaurant,AL,****,2016,4.130293040293041,Recommended
Tropical fish store,AL,**,2019,4.307254058261862,Recommended
Pizza Takeout,AL,*,2015,3.4897752441357093,Discreet
Gift shop,AL,**,2018,4.324301089473892,Recommended
Massage therapist,NH,**,2016,5.0,Highly recommended
Packaging supply store,MS,*,2018,3.13961038961039,Discreet
Conveyor belt sushi restaurant,WA,*,2017,4.292929292929293,Recommended
Antique store,WA,*,2017,4.130434782608695,Recommended
South Asian restaurant,MS,**,2015,4.333333333333333,Recommended
Donut shop,NH,*,2021,3.7728220007226296,Recommended
Fish and chips takeaway,WA,**,2016,4.42016806722689,Recommended
Karaoke bar,NH,**,2018,4.454802259887005,Recommended
Kitchen remodeler,MS,**,2020,5.0,Highly recommended
Mechanic,MS,*,2018,4.17948717948718,Recommended
Southern restaurant (US),MS,***,2021,2.25,Discreet
Department store,AL,**,2015,4.18027638199463,Recommended
Belgian restaurant,NH,**,2017,4.1866666666666665,Recommended
Filipino restaurant,WA,*,2016,4.053289102202146,Recommended
Bathroom supply store,AL,**,2017,4.302459118310567,Recommended
Wholesaler,AL,**,2015,4.0,Recommended
Down home cooking restaurant,NM,**,2021,3.6781112852664575,Recommended
Ear piercing service,WA,*,2018,4.7,Highly recommended
Facial spa,NH,**,2020,3.0,Discreet
Lighting store,Unknown,*,2018,4.031700288184438,Recommended
New American restaurant,WA,*,2016,4.457176075093326,Recommended
Fence supply store,NH,*,2020,4.7,Highly recommended
Coffee store,WA,**,2017,4.048649979594012,Recommended
Electrical wholesaler,WA,**,2020,4.5476190476190474,Highly recommended
Jeweler,MS,***,2019,4.545238095238095,Highly recommended
Uniform store,WA,**,2016,4.516666666666667,Highly recommended
Middle Eastern restaurant,WA,**,2016,4.414981720135999,Recommended
Fried chicken takeaway,NM,**,2021,4.471698113207547,Recommended
Polish restaurant,WA,**,2021,4.2,Recommended
American restaurant,AL,****,2020,4.402307668753923,Recommended
Vegetarian restaurant,AL,**,2017,4.476666406842446,Recommended
Candle store,MS,**,2015,3.8,Recommended
Auto parts store,MS,*,2018,3.3923653295316316,Discreet
Children's furniture store,NH,**,2018,3.7719182544329612,Recommended
Hot dog stand,WA,**,2016,4.293987278415114,Recommended
Tobacco shop,NM,*,2020,3.990999087400089,Recommended
Plus size clothing store,AL,*,2020,4.320498238145297,Recommended
Logistics service,NH,***,2021,3.0,Discreet
Computer consultant,MS,**,2017,3.837790419968917,Recommended
Health spa,WA,**,2016,3.5384615384615383,Recommended
Dim sum restaurant,WA,**,2018,3.967870730062268,Recommended
Tourist attraction,WA,***,2016,4.673945530257237,Highly recommended
Book store,NM,*,2020,4.5,Recommended
Vegan restaurant,NM,**,2021,4.3234936470986405,Recommended
Optician,NM,**,2018,4.0,Recommended
Electrical supply store,WA,**,2016,4.694548872180451,Highly recommended
Jamaican restaurant,AL,*,2016,4.252452884805826,Recommended
Tool store,WA,***,2017,4.527777777777778,Highly recommended
Kitchen supply store,WA,**,2017,4.297836764611787,Recommended
South American restaurant,NM,***,2019,4.441469013006886,Recommended
Karaoke,AL,**,2015,3.541666666666667,Recommended
Baby clothing store,NM,*,2015,4.5,Recommended
Tractor dealer,WA,***,2018,4.708333333333333,Highly recommended
Fabric store,NH,**,2018,4.268771597222539,Recommended
Scaffolding rental service,WA,*,2019,3.9833333333333334,Recommended
Business center,NM,**,2015,2.753205128205128,Discreet
Art cafe,NM,*,2019,4.618181818181818,Highly recommended
Pet supply store,NH,**,2017,4.19809136671878,Recommended
Punjabi restaurant,NM,**,2019,3.6122448979591835,Recommended
Tool wholesaler,WA,***,2015,5.0,Highly recommended
Ham shop,WA,**,2018,4.411930926216641,Recommended
Flooring store,NH,*,2017,3.467113568228518,Discreet
Fastener supplier,WA,***,2019,4.7,Highly recommended
Pizza Takeout,AL,**,2015,3.9960317460317456,Recommended
Animal feed store,NH,**,2015,3.1666666666666665,Discreet
Traditional American restaurant,AL,*,2019,4.289034132171388,Recommended
Comic book store,NH,*,2020,4.519844131906879,Highly recommended
Brazilian restaurant,NH,*,2021,4.64,Highly recommended
Pharmacy,WA,**,2020,3.4449187527448397,Discreet
Turkish restaurant,NH,**,2021,4.4,Recommended
Sukiyaki and Shabu Shabu restaurant,WA,**,2020,4.891666666666667,Highly recommended
Apartment rental agency,AL,*,2020,3.0,Discreet
Nail salon,MS,**,2019,3.9333333333333336,Recommended
Farm equipment supplier,MS,***,2018,4.375,Recommended
Live music bar,MS,*,2020,4.481928661616161,Recommended
Fashion accessories store,NH,*,2016,3.591718426501035,Recommended
Art gallery,MS,**,2019,4.5,Recommended
European restaurant,WA,****,2021,5.0,Highly recommended
Transportation service,AL,**,2020,1.0,Not recommended
Dance company,WA,**,2021,3.5,Discreet
Performing arts theater,WA,**,2021,4.5,Recommended
Bathroom supply store,WA,**,2021,4.200801655160852,Recommended
Bakery,NM,**,2016,4.242076589438631,Recommended
Bathroom supply store,AL,*,2018,4.289849832329442,Recommended
Bead wholesaler,NH,**,2020,3.5,Discreet
Cafe,WA,***,2021,4.63271237097023,Highly recommended
Costa Rican restaurant,WA,**,2020,4.327272727272727,Recommended
Jamaican restaurant,MS,**,2019,4.346938775510204,Recommended
Convenience store,AL,*,2015,3.915579710144927,Recommended
Electrician,AL,*,2019,4.222222222222222,Recommended
Pacific Northwest restaurant (US),WA,****,2021,4.875,Highly recommended
Catering food and drink supplier,MS,*,2020,4.538461538461538,Highly recommended
Perfume store,NM,***,2017,2.983333333333333,Discreet
Bar,AL,****,2017,4.585365853658536,Highly recommended
Ice cream shop,AL,*,2018,4.137678759100585,Recommended
Miniature golf course,AL,*,2017,4.526315789473684,Highly recommended
Kitchen supply store,WA,***,2015,3.6875,Recommended
Ramen restaurant,NM,**,2016,4.702702702702703,Highly recommended
Beverage distributor,AL,***,2021,4.758620689655173,Highly recommended
Hawaiian restaurant,WA,*,2021,4.25309347816749,Recommended
Invitation printing service,NH,**,2020,4.058237547892721,Recommended
BBQ area,AL,*,2021,4.2375,Recommended
Cat boarding service,WA,**,2019,4.9361702127659575,Highly recommended
Vitamin & supplements store,NH,*,2020,3.828754578754579,Recommended
Pie shop,WA,**,2017,3.973191324941248,Recommended
Traditional restaurant,WA,**,2016,4.404761904761905,Recommended
Wi-Fi spot,NM,*,2017,4.762820512820513,Highly recommended
Restaurant,WA,**,2015,3.9809994741886623,Recommended
Pool billard club,WA,**,2017,4.453333333333333,Recommended
Wholesale bakery,WA,**,2021,4.585095980148454,Highly recommended
Beauty supply store,MS,***,2016,3.9583333333333335,Recommended
Women's clothing store,NH,**,2021,4.189213419055312,Recommended
Ice cream shop,NM,*,2015,3.345538147919099,Discreet
Mongolian barbecue restaurant,WA,*,2019,3.9731534834992144,Recommended
Mandarin restaurant,MS,**,2017,3.9375,Recommended
Movie theater,WA,**,2019,4.515376822605738,Highly recommended
Breakfast restaurant,NH,*,2021,3.8445821565431446,Recommended
Kitchen supply store,WA,**,2016,4.0067798676925666,Recommended
Health food restaurant,AL,*,2020,4.400973006030093,Recommended
Beer store,MS,**,2018,4.729787234042553,Highly recommended
Indian restaurant,Unknown,*,2021,4.684210526315789,Highly recommended
Garden center,NH,**,2021,4.334408602150538,Recommended
Tuxedo shop,MS,**,2016,3.4,Discreet
Brewery,NH,**,2020,4.414928011577801,Recommended
Lighting store,NH,**,2017,3.8333333333333335,Recommended
Bedding store,MS,**,2020,4.330254253649553,Recommended
European restaurant,NH,*,2020,4.140732265446224,Recommended
Barber supply store,NH,*,2017,3.9877056277056284,Recommended
Used office furniture store,AL,**,2019,4.019474150217438,Recommended
Interior designer,AL,***,2021,5.0,Highly recommended
Delivery Restaurant,NH,**,2015,3.917210144927537,Recommended
Home goods store,MS,***,2019,4.477986774394672,Recommended
Crane rental agency,MS,*,2016,5.0,Highly recommended
Truck stop,NH,*,2016,5.0,Highly recommended
Cafe,AL,*,2016,4.460919917882637,Recommended
Optician,WA,*,2021,4.153846153846154,Recommended
Drinking water fountain,MS,*,2020,4.0,Recommended
Jeweler,AL,***,2020,3.9060843274659063,Recommended
Indoor playground,WA,*,2017,4.24,Recommended
Self-storage facility,AL,*,2018,3.254528926955397,Discreet
Brazilian restaurant,WA,***,2016,4.474747474747475,Recommended
Cafe,MS,**,2020,4.29725041761704,Recommended
Lighting store,Unknown,*,2019,4.117647058823529,Recommended
Skateboard shop,NM,**,2017,3.8666666666666667,Recommended
Exhibit,AL,**,2021,4.927083333333333,Highly recommended
Vaporizer store,WA,**,2016,4.026714513556619,Recommended
Sports bar,MS,*,2019,4.320667879199296,Recommended
Food products supplier,WA,**,2021,4.4725,Recommended
Pool hall,WA,*,2018,4.247339467292021,Recommended
Appliance store,WA,**,2020,4.083814341527647,Recommended
Delivery service,NM,*,2020,4.323928408815409,Recommended
Record store,WA,**,2020,4.233731180961954,Recommended
Paint store,NH,**,2017,4.594400518181006,Highly recommended
Fashion accessories store,AL,****,2021,3.7333333333333334,Recommended
Cake shop,NH,**,2016,4.688888888888889,Highly recommended
Yacht club,WA,**,2019,4.875,Highly recommended
Chicken wings restaurant,MS,**,2015,3.6126414326414324,Recommended
Wine cellar,WA,**,2018,4.515971606033718,Highly recommended
Ski resort,NM,**,2017,4.27027027027027,Recommended
Social services organization,NH,*,2021,4.5,Recommended
Soft drinks shop,NM,*,2018,4.034315832783559,Recommended
Home improvement store,Unknown,*,2019,4.117647058823529,Recommended
Coffee roasters,NH,*,2019,4.707486631016043,Highly recommended
Southeast Asian restaurant,AL,**,2015,4.182823129251701,Recommended
Irish pub,MS,**,2021,4.434782608695652,Recommended
Beer garden,AL,**,2019,4.234390723695336,Recommended
Halal restaurant,AL,**,2021,4.373134328358209,Recommended
Creole restaurant,AL,**,2018,4.241456284486232,Recommended
Beach clothing store,WA,**,2016,4.533333333333333,Highly recommended
